XH,XFSJ,zao,zhong,wan
1308468619,2018/11/16,7.5,0,0
1308468619,2018/11/17,11,0,0
1308468619,2018/11/18,0,0,11.5
1308468619,2018/11/19,10,0,13
1308468619,2018/11/20,10,0,0
1308468619,2018/11/21,0,15,11
1308468619,2018/11/22,0,0,6.5
1308468619,2018/11/23,12.5,10,1.5
1308468619,2018/11/25,0,8.5,0
1308468619,2018/11/26,11.5,9.5,1
1308468619,2018/11/27,9,9.5,0
1308468619,2018/11/28,8.5,11,0
1308468619,2018/11/29,9,10.5,0
1308468619,2018/11/30,9.5,0,0
1308468619,2018/12/3,5.5,0,0
1308468619,2018/12/5,7.5,0,2.5
1308468619,2018/12/6,0,17.5,0
1308468619,2018/12/7,8,0,0
1308468619,2018/12/8,0,0,9
1308468619,2018/12/10,8,0,0
1308468619,2018/12/12,11.4,4,0
1308468619,2018/12/13,6.7,6,0
1308468619,2018/12/14,7.2,0,0
1308468619,2018/12/17,0,9,0
1308468619,2018/12/18,9,0,0
1308468619,2018/12/19,0,0,4.2
1308468619,2018/12/20,7.6,0,1.95
1308468619,2018/12/21,6.5,9,0
1308468619,2018/12/22,0,6,0
1308468619,2018/12/25,0,26.5,0
1308468619,2018/12/26,0,3,12
1308468619,2018/12/30,0,6.2,0
1308468619,2019/1/1,4.6,9.5,0
1308468619,2019/1/2,3.6,8,0
1308468619,2019/1/3,7,6,0
1308468619,2019/1/5,3.5,3,0
1308468619,2019/1/6,1,0,0
1308468619,2019/1/8,0.5,0,4
1308468619,2019/1/9,0,5,1
1308468619,2019/1/10,2.5,0,16.5
1308468619,2019/1/12,0,14,0
1308468619,2019/2/24,1.2,32,0
1308468619,2019/2/25,3.5,9.5,0
1308468619,2019/2/26,3,14,0
1308468619,2019/2/27,0,12,0
1308468619,2019/2/28,3.5,8,0
1308468619,2019/3/2,0,6,0
1308468619,2019/3/4,10,16,0
1308468619,2019/3/5,6,5.5,8
1308468619,2019/3/6,3.5,5,9
1308468619,2019/3/7,5.5,10,6.9
1308468619,2019/3/8,4.5,0,0
1308468619,2019/3/11,2.5,9,0
1308468619,2019/3/12,4,0,17
1308468619,2019/3/13,4,13,4
1308468619,2019/3/14,3,10,9
1308468619,2019/3/15,9,12,0
1308468619,2019/3/18,4,8,0
1308468619,2019/3/19,4.1,10,3.2
1308468619,2019/3/20,5.5,6,8
1308468619,2019/3/21,3,15,4
1308468619,2019/3/22,3,19,6.1
1308468619,2019/3/23,0,0,2
1308468619,2019/3/24,0,11.5,2
1308468619,2019/3/25,0,9,0
1308468619,2019/3/26,0,10,0
1308468619,2019/3/27,5,0,4.9
1308468619,2019/3/28,2.5,22.5,0
1308468619,2019/3/29,2,0,0
1308468619,2019/3/30,4,4,0
1308468619,2019/3/31,6,12,12.1
1308468619,2019/4/2,8,0,0
1308468619,2019/4/3,0,4,0
1308468619,2019/4/4,5,13,0
1308468619,2019/4/7,0,0,2.5
1308468619,2019/4/8,3,5,5
1308468619,2019/4/9,5,0,19
1308468619,2019/4/10,2,9,2.5
1308468619,2019/4/11,9.5,8,15
1308468619,2019/4/12,0,0,25.2
1308468619,2019/4/13,0,0,8
1308468619,2019/4/14,4,12,0
1308468619,2019/4/15,5,0,0
1308468619,2019/4/17,4.5,0,8
1308468619,2019/4/18,2.5,0,0
1308468619,2019/4/19,5,0,0
1308468619,2019/4/23,2.5,0,0
1308468619,2019/4/24,4.5,0,2
1308468619,2019/4/25,5.5,0,0
1308468619,2019/4/27,11.3,0,0
1308468619,2019/4/29,0,0,2
1308468619,2019/4/30,0,6.5,0
1308468619,2019/5/4,11.5,0,0
1308468619,2019/5/6,4.5,6.5,11.6
1308468619,2019/5/7,13,3,0
1308468619,2019/5/8,0,9.5,0
1308468619,2019/5/9,2.5,7,0
1308468619,2019/5/10,0,7,2
1308468619,2019/5/11,10,0,0
1308468619,2019/5/12,0,13.5,0
1308468619,2019/5/13,0,3,0
1308468619,2019/5/16,0,0,2.5
1308468619,2019/5/17,0,53.17,0
1308468619,2019/5/18,0,6,2.5
1308468619,2019/5/19,0,13,0
1308468619,2019/5/20,3.7,5.4,0
1308468619,2019/5/21,2.5,0,0
1308468619,2019/5/22,4,10.5,0
1308468619,2019/5/23,0.6,0,0
1308468619,2019/5/27,6,0,0
1308468619,2019/5/30,0,0,12
1308468619,2019/5/31,0,5,0
1308468619,2019/6/3,2.5,7.15,0
1308468619,2019/6/6,3.5,0,0
1308468619,2019/6/7,4,0,0
1308468619,2019/6/10,6,0,0
1308468619,2019/6/11,0,11.6,1.5
1308468619,2019/6/12,4.5,0,0
1308468619,2019/6/13,0,2,0
1308468619,2019/6/14,3,13.8,0
1308468619,2019/6/15,3,0,0
1308468619,2019/6/16,4.5,0,0
1308468619,2019/6/17,0,12.5,0
1308468619,2019/6/18,5,0,0
1308468619,2019/6/22,0,6,0
1308468619,2019/6/26,0,0,6
1308468619,2019/6/28,9.5,0,0
1308468619,2019/6/29,5,18,6
1308468619,2019/6/30,0,0,4
1308468619,2019/7/1,3.5,0,0
1308468619,2019/7/3,5.5,0,2
1308468619,2019/8/24,12,10.5,0
1308468619,2019/8/26,6.5,0,3
1308468619,2019/8/27,6.5,12,0
1308468619,2019/8/28,5.5,0,0
1308468619,2019/8/29,4.5,3,0
1308468619,2019/8/30,3,0,0
1308468619,2019/9/2,6,0,0
1308468619,2019/9/3,2.5,0,0
1308468619,2019/9/4,0,0,2.7
1308468619,2019/9/6,2.5,0,0
1308468619,2019/9/8,0,0,5
1308468619,2019/9/9,4.5,0,0
1308468619,2019/9/10,0,9,0
1308468619,2019/9/12,0,6,0
1308468619,2019/9/15,0,0,3
1308468619,2019/9/16,4.5,0,3
1308468619,2019/9/18,2.5,0,2.5
1308468619,2019/9/20,7.5,5.5,0
1308468619,2019/9/23,5,3,0
1308468619,2019/9/24,5,17,0
1308468619,2019/9/25,0,15.5,15
1308468619,2019/9/26,5,0,0
1308468619,2019/9/27,5,6.5,0
1308468619,2019/9/28,2,0,0
1308468619,2019/9/30,0,4.9,0
1308468619,2019/10/8,7.5,0,0
1308468619,2019/10/9,7.5,8.5,0
1308468619,2019/10/10,0,3,0
1308468619,2019/10/13,10,0,0
1308468619,2019/10/14,7,9.5,0
1308468619,2019/10/16,5,0,7
1308468619,2019/10/17,8,0,0
1308468619,2019/10/20,0,0,13.5
1308468619,2019/10/21,7,11.1,0
1308468619,2019/10/22,7,13,0
1308468619,2019/10/23,6.7,21.5,0
1308468619,2019/10/24,7,0,0
1308468619,2019/10/26,6,10.7,7
1308468619,2019/10/28,7,0,0
1308468619,2019/10/29,0,10.5,0
1308468619,2019/10/30,0,13,0
1308468619,2019/10/31,5.5,0,0
1308468619,2019/11/4,4,0,0
1308468619,2019/11/5,7,0,0
1308468619,2019/11/6,5,0,0
1308468619,2019/11/7,5.5,0,0
1308468619,2019/11/8,5,13.5,0
1308468619,2019/11/10,2.5,0,0
1308468619,2019/11/11,0,10.5,0
1308468619,2019/11/12,0,15,0
1308468619,2019/11/14,2.5,0,0
1308468619,2019/11/16,4,0,0
1308468619,2019/11/17,0,8.5,0
1308468619,2019/11/18,0,18,0
1308468619,2019/11/19,4.5,12,0
1308468619,2019/11/20,2,25.9,0
1308468619,2019/11/21,0,13,0
1308468619,2019/11/22,0,19.6,0
1308468619,2019/11/23,0,0,34.2
1308468619,2019/11/24,0,6.2,16.2
1308468619,2019/11/25,5.5,10,0
1308468619,2019/11/26,0,13.8,0
1308468619,2019/11/27,0,7,0
1308468619,2019/12/2,0,7,0
1308468619,2019/12/3,8,0,0
1308468619,2019/12/4,0,5,0
1308468619,2019/12/5,0,13,0
1308468619,2019/12/7,0,3.5,0
1308468619,2019/12/8,2.2,0,0
1308468619,2019/12/9,0,8,0
1308468619,2019/12/10,5,0,0
1308468619,2019/12/11,3,7,0
1308468619,2019/12/12,0,6.2,0
1308468619,2019/12/13,0,11.2,0
1308468619,2019/12/14,1,9.5,0
1308468619,2019/12/16,0,0,6.7
1308468619,2019/12/18,0,5,0
1308468619,2019/12/21,3,0,0
1308468619,2019/12/24,0,10.5,0
1308468619,2019/12/26,2.5,8,0
1308468619,2019/12/27,1.2,0,12.8
1308468619,2019/12/28,6,0,7
1308468619,2019/12/29,4,0,7
1308468619,2019/12/30,4,0,0
1308468619,2019/12/31,0,7.2,13
1308468619,2020/1/1,0,12.2,0
1308468619,2020/1/2,5,0,0
1308468619,2020/1/3,11.2,0,5
1308468619,2020/1/4,17.5,0,0
1308468619,2020/8/22,0,2,0
1308468619,2020/8/23,0,9,0
1308468619,2020/8/24,0,6,0
1308468619,2020/8/26,0,0,9.5
1308468619,2020/8/27,5,4,5
1308468619,2020/8/28,5,0,0
1308468619,2020/8/31,2.5,20.5,0
1308468619,2020/9/1,0.5,9,0
1308468619,2020/9/2,0,14.5,20
1308468619,2020/9/3,2,0,0
1308468619,2020/9/4,0,10,0
1308468619,2020/9/7,0,10,0
1308468619,2020/9/8,2,0,0
1308468619,2020/9/9,0,9,0
1308468619,2020/9/10,3,9.5,0
1308468619,2020/9/11,5,0,0
1308468619,2020/9/12,0,12.5,0
1308468619,2020/9/13,0,9,0
1308468619,2020/9/14,0,0,16.5
1308468619,2020/9/15,2.5,0,0
1308468619,2020/9/16,0,13.5,0
1308468619,2020/9/19,1,31,0
1308468619,2020/9/22,7,9.5,0
1308468619,2020/9/23,3.5,15,2
1308468619,2020/9/25,0,15,0
1308468619,2020/9/26,5,16.5,0
1308468619,2020/9/27,6,12,0
1308468619,2020/9/28,0,9,5.5
1308468619,2020/9/29,5,5,0
1308468619,2020/9/30,0,9,0
1308468619,2020/10/5,0,9,9
1308468619,2020/10/6,9.5,9,0
1308468619,2020/10/8,0,9,0
1308468619,2020/10/9,5,0,0
1308468619,2020/10/11,0,10.5,0
1308468619,2020/10/12,5,0,0
1308468619,2020/10/13,0,9.5,0
1308468619,2020/10/14,9,0,0
1308468619,2020/10/17,0,10.5,11
1308468619,2020/10/19,5,0,0
1308468619,2020/10/20,1.5,7,7
1308468619,2020/10/22,7.5,5.5,0
1308468619,2020/10/23,0,7.5,0
1308468619,2020/10/24,2.5,7.5,0
1308468619,2020/10/25,5.5,10.5,0
1308468619,2020/10/26,0,12,0
1308468619,2020/10/30,0,7.5,0
1308468619,2020/10/31,0,2.5,0
1308468619,2020/11/1,0,0,2.5
1308468619,2020/11/3,0,10,0
1308468619,2020/11/4,0,6.5,0
1308468619,2020/11/6,5,0,0
1308468619,2020/11/9,0,10.3,0
1308468619,2020/11/10,1.5,11.5,0
1308468619,2020/11/11,0,7.5,0
1308468619,2020/11/12,4,20,11.5
1308468619,2020/11/13,0,5,0
1308468619,2020/11/14,0,16.5,0
1308468619,2020/11/17,0,7.5,0
1308468619,2020/11/19,2,0,0
1308468619,2020/11/23,6.5,0,0
1308468619,2020/11/25,0,17.8,0
1308468619,2020/11/26,0,0,5.5
1308468619,2020/11/27,0,9.5,0
1308468619,2020/11/28,0,0,8
1308468619,2020/12/3,0,0,6
1308468619,2020/12/4,5,0,0
1308468619,2020/12/6,0,5.5,9
1308468619,2020/12/8,0,3.5,0
1308468619,2020/12/13,0,3.5,0
1308468619,2021/3/18,0,9.3,3
1308468619,2021/3/19,0,13.5,0
1308468619,2021/3/20,0,9.5,0
1308468619,2021/3/21,0,9.5,13.5
1308468619,2021/3/22,12,0,0
1308468619,2021/3/23,2.2,11.5,0
1308468619,2021/3/24,3.2,0,14.6
1308468619,2021/3/25,7,0,0
1308468619,2021/3/26,0,12,0
1308468619,2021/3/27,5,0,0
1308468619,2021/3/28,6.6,0,0
1308468619,2021/3/29,3.5,9.5,0
1308468619,2021/3/30,14,0,0
1308468619,2021/3/31,16.7,0,0
1308468619,2021/4/1,5.5,0,0
1308468619,2021/4/6,5.5,0,0
1308468619,2021/4/7,10,0,2.5
1308468619,2021/4/8,4.5,0,0
1308468619,2021/4/9,0,9,0
1308468619,2021/4/12,8,0,0
1308468619,2021/4/14,20.5,0,0
1308468619,2021/4/15,7.9,0,0
1308468619,2021/4/16,5.4,0,0
1308468619,2021/4/17,0,0,11.5
1308468619,2021/4/20,5.4,0,0
1308468619,2021/4/21,3.5,0,0
1308468619,2021/4/22,1.9,0,0
1308468619,2021/4/23,2.4,0,0
1308468619,2021/4/26,9,0,9
1308468619,2021/4/27,7.5,10,0
1308468619,2021/4/28,5,24.5,0
1308468619,2021/4/29,5.5,0,12
1308468619,2021/5/6,8.4,0,0
1308468619,2021/5/7,4,0,0
1308468619,2021/5/8,0,2.5,0
1308468619,2021/5/10,0,15.7,0
1308468619,2021/5/11,5,0,0
1308468619,2021/5/12,6,0,0
1308468619,2021/5/13,7.5,0,0
1308468619,2021/5/14,4.5,7.5,0
1308468619,2021/5/17,4.5,0,0
1308468619,2021/5/18,6,2,0
1308468619,2021/5/19,4.5,0,5.5
1308468619,2021/5/20,5.5,0,0
1308468619,2021/5/25,0,14.5,0
1308468619,2021/5/26,7,6,0
1308468619,2021/5/27,0,0,10
1308468619,2021/5/28,3.5,2,0
1308468619,2021/5/29,0,10,4
1308468619,2021/5/30,0,10,0
1308468619,2021/5/31,11,0,0
1308468619,2021/6/1,6.5,10,0
1308468619,2021/6/2,7,6,0
1308468619,2021/6/3,5.5,0,0
1308468619,2021/6/4,3.5,0,0
1308468619,2021/6/7,5,0,0
1308468619,2021/6/8,8,5,8
1308468619,2021/6/9,7,6.5,8
1308468619,2021/6/10,6,0,0
1308468619,2021/6/11,7.5,0,0
1308468619,2021/6/13,0,0,5.5
1308468619,2021/6/14,3,16.5,0
1308468619,2021/6/15,3.5,5,0
1308468619,2021/6/17,5.5,8,0
1308468619,2021/6/18,6.5,0,0
1308468619,2021/7/4,10.3,0,0
1308468619,2021/7/5,0,0,22.5
1308468619,2021/7/8,0,16,0
1308468619,2021/7/10,0,15.5,0
1308468619,2021/7/13,0,0,10
1308468619,2021/8/28,0,40.3,0
1308468619,2021/8/29,0,0,2
1308468619,2021/8/30,0,37.5,0
1308468619,2021/8/31,6.5,10.5,0
1308468619,2021/9/1,6,12.5,0
1308468619,2021/9/2,5,13,0
1308468619,2021/9/3,5.5,0,0
1308468619,2021/9/4,10,0,0
1308468619,2021/9/5,0,10,11
1308468619,2021/9/6,8,25.8,5
1308468619,2021/9/7,3,5,1.5
1308468619,2021/9/8,12,0,0
1308468619,2021/9/9,6,22.5,3
1308468619,2021/9/10,0,0,4.5
1308468619,2021/9/11,5.5,14,0
1308468619,2021/9/12,6,11.5,0
1308468619,2021/9/13,5,13,3
1308468619,2021/9/14,0,10,0
1308468619,2021/9/16,0,0,2.4
1308468619,2021/9/17,0,2,0
1308468619,2021/9/18,0,0,2.5
1308468619,2021/9/19,0,0,16
1308468619,2021/9/20,0,0,3
1308468619,2021/9/21,0,14,0
1308468619,2021/9/22,4,0,0
1308468619,2021/9/24,0,11,0
1308468619,2021/9/27,0,5.7,0
1308468619,2021/9/29,3.5,14,0
1308468619,2021/10/1,0,8,0
1308468619,2021/10/2,0,8,0
1308468619,2021/10/3,0,6,0
1308468619,2021/10/4,0,4.5,0
1308468619,2021/10/5,0,18.5,0
1308468619,2021/10/6,0,16.7,0
1308468619,2021/10/10,0,9.5,0
1308468619,2021/10/11,0,10.5,0
1308468619,2021/10/12,0,3,0
1308468619,2021/10/13,0,20,0
1308468619,2021/10/14,0,12,0
1308468619,2021/10/16,0,8,0
1308468619,2021/10/17,0,15.7,0
1308468619,2021/10/18,0,10.5,0
1308468619,2021/10/19,4.5,0,0
1308468619,2021/10/20,0,9,0
1308468619,2021/10/21,0,10.5,0
1308468619,2021/10/22,0,10,0
1308468619,2021/10/25,0,10,0
1308468619,2021/10/29,5,10,0
1308468619,2021/11/4,0,9,0
1308468619,2021/11/12,4.5,0,0
1308468619,2021/11/13,0,10.5,0
1308468619,2021/11/15,0,17.2,0
1308468619,2021/11/16,0,14.5,0
1308468619,2021/11/18,0,8.5,0
1308468619,2021/11/19,0,5,0
1308468619,2021/11/22,0,0,7
1308468619,2021/11/23,0,4.5,0
1308468619,2021/11/24,0,10,0
1308468619,2021/11/28,0,7.5,0
1308468619,2021/11/29,0,10.5,0
1308468619,2021/11/30,0,11,0
1308468619,2021/12/12,0,11.5,0
1308468619,2021/12/20,0,9.5,0
1308468619,2021/12/22,0,25.3,0
1308468619,2021/12/23,0,26,0
1308468619,2021/12/24,3.5,35.5,0
1308468619,2021/12/25,5.5,0,0
1308468619,2021/12/26,4,0,0
1308468619,2022/3/10,0,0,12.5
1308468619,2022/3/11,2,0,0
1308468619,2022/3/12,0,10.5,18.5
1308468619,2022/3/13,8.5,0,21.4
1308468619,2022/3/14,0,20.5,10
1308468619,2022/3/15,0,0,2
1308468619,2022/3/16,0,17.5,7
1308468619,2022/3/17,0,16.53,2
1308468619,2022/3/18,0,21.5,12.5
1308468619,2022/3/19,0,12.5,20.4
1308468619,2022/3/20,0,23,0
1308468619,2022/3/21,0,45,8
1308468619,2022/3/22,0,10,15.5
1308468619,2022/3/23,0,3.6,5
1308468619,2022/3/24,11.5,2.5,4
1308468619,2022/3/25,8,0,9
1308468619,2022/3/26,7.5,0,0
1308468619,2022/3/27,0,4,9.5
1308468619,2022/3/28,0,0,12.5
1308468619,2022/3/29,11.5,4,21
1308468619,2022/3/30,4,44,0
1308468619,2022/3/31,0,0,11.5
1308468619,2022/4/1,0,0,9
1308468619,2022/4/2,0,0,8.5
1308468619,2022/4/3,0,47.5,4
1308468619,2022/4/4,0,0,14.5
1308468619,2022/4/5,0,14,14.5
1308468619,2022/4/6,0,67,19
1308468619,2022/4/7,7,6,6
1308468619,2022/4/8,0,36.5,0
1308468619,2022/4/9,0,0,6.5
1308468619,2022/4/10,0,0,14
1308468619,2022/4/11,0,37,0
1308468619,2022/4/13,7,0,0
1308468619,2022/4/15,0,27,0
1308468619,2022/4/16,0,22,0
1308468619,2022/4/17,0,37.5,0
1308468619,2022/4/18,8,50,11.8
1308468619,2022/4/19,0,39,4
1308468619,2022/4/20,0,25,0
1308468619,2022/4/21,0,23.5,0
1308468619,2022/4/22,0,24,7.5
1308468619,2022/4/23,0,32,0
1308468619,2022/4/25,4.5,16.5,0
1308468619,2022/4/26,0,0,24.5
1308468619,2022/4/27,0,30.3,0
1308468619,2022/4/28,0,27.5,0
1308468619,2022/4/29,11.5,9.3,0
1308468619,2022/4/30,6,12,0
1308468619,2022/5/1,2,14.5,0
1308468619,2022/5/2,5,0,0
1308468619,2022/5/3,4.5,0,0
1308468619,2022/5/24,0,0,5
1308468619,2022/5/25,20.5,0,3.5
1308468619,2022/5/26,13.5,2.5,10.5
1308468619,2022/5/27,7,0,0
1308468619,2022/5/28,6,8.5,0
1308468619,2022/6/1,0,27.6,0
1308468619,2023/4/15,4,0,0
1318756420,2022/5/1,0,0,16
1318756420,2022/5/3,0,13,19.5
1318756420,2022/5/4,0,13,12.5
1318756420,2022/5/5,0,16,1.5
1318756420,2022/5/6,0,24.5,15.5
1318756420,2022/5/7,0,8.5,20
1318756420,2022/5/8,0,14.5,58
1318756420,2022/5/9,2,15.3,0
1318756420,2022/5/10,0,13.8,25
1318756420,2022/5/11,0,25,16.5
1318756420,2022/5/12,14.5,0,0
1318756420,2022/5/13,0,17.2,19.5
1318756420,2022/5/14,0,50,0
1318756420,2022/5/15,0,15.3,0
1318756420,2022/5/16,0,33.9,0
1318756420,2022/5/17,0,21,23
1318756420,2022/5/18,0,16.7,0
1318756420,2022/5/19,0,14.5,16
1318756420,2022/5/20,0,13,0
1318756420,2022/5/21,0,11,0
1318756420,2022/5/22,0,23.5,40
1318756420,2022/5/23,0,14.5,0
1318756420,2022/5/24,0,13,0
1320737744,2022/4/27,4.5,12,7
1320737744,2022/4/28,2,7,5.5
1320737744,2022/4/30,0,9,5.5
1320737744,2022/5/1,0,30,5
1320737744,2022/5/2,5,6.5,7.2
1320737744,2022/5/3,3.5,3.5,7
1320737744,2022/5/4,3,15,3
1320737744,2022/5/5,2,0,5.5
1320737744,2022/5/6,9,0,0
1320737744,2022/5/7,0,18,0
1320737744,2022/5/10,2.5,15.5,0
1320737744,2022/5/12,3.5,6.9,0
1320737744,2022/5/13,9.73,0,0
1320737744,2022/5/15,3,12,0
1320737744,2022/5/16,3,2,0
1320737744,2022/5/17,3,11,5
1320737744,2022/5/18,2,0,0
1320737744,2022/5/19,3,0,8.65
1320737744,2022/5/20,4,6,2
1320737744,2022/5/21,5,12,10
1320737744,2022/5/22,2,15.52,0
1320737744,2022/5/23,0,12,0
1320737744,2022/5/24,7,0,0
1320737744,2022/5/25,0,0,6
1320737744,2022/5/26,0,13.1,2.4
1320737744,2022/5/27,0,14.76,0
1324545706,2018/9/28,2,0,0
1324545706,2018/10/9,0,11,11.5
1324545706,2018/10/12,0,12,0
1324545706,2018/10/13,0,18,15
1324545706,2018/10/14,2,0,8.8
1324545706,2018/10/15,6.3,0,10
1324545706,2018/10/19,12,14.5,8.5
1324545706,2018/10/21,0,0,14
1324545706,2018/10/26,0,0,7
1324545706,2018/10/28,0,0,15
1324545706,2018/10/29,0,0,14
1324545706,2018/10/30,2,11.7,15.5
1324545706,2018/10/31,0,12,18.5
1324545706,2018/11/1,0,0,14
1324545706,2018/11/2,2,14,0
1324545706,2018/11/3,2,0,10.8
1324545706,2018/11/4,0,32,12
1324545706,2018/11/5,3.5,13.5,12.7
1324545706,2018/11/6,2,14,4.5
1324545706,2018/11/7,2,12,15.8
1324545706,2018/11/8,0,5.3,18.8
1324545706,2018/11/12,0,13,14
1324545706,2018/11/13,0,10,12.8
1324545706,2018/11/14,0,14,12.7
1324545706,2018/11/17,0,0,5
1324545706,2018/11/18,0,10,0
1324545706,2018/11/19,0,0,7
1324545706,2018/11/20,0,12,9.5
1324545706,2018/11/21,0,10.9,13.8
1324545706,2018/11/22,0,10,0
1324545706,2018/11/23,0,0,4
1324545706,2018/11/25,0,17.2,9
1324545706,2018/11/26,2,0,0
1324545706,2018/11/28,0,14,0
1324545706,2018/11/29,0,0,7
1324545706,2018/11/30,0,16,16
1324545706,2018/12/1,4.3,9.5,13
1324545706,2018/12/2,0,0,11.1
1324545706,2018/12/3,0,0,9
1324545706,2018/12/4,0,16.5,14.5
1324545706,2018/12/5,4.3,17.2,14
1324545706,2018/12/6,0,0,13.8
1324545706,2018/12/7,0,17,6.5
1324545706,2018/12/8,0,10.8,0
1324545706,2018/12/13,0,19.5,0
1324545706,2018/12/14,0,14,0
1324545706,2018/12/17,0,6,16.5
1324545706,2018/12/18,0,15,9.5
1324545706,2018/12/19,0,14,15.5
1324545706,2018/12/21,0,10,0
1324545706,2018/12/23,0,14,7
1324545706,2018/12/24,4.3,10,20.5
1324545706,2018/12/25,0,18,14
1324545706,2018/12/26,0,9.5,4.8
1324545706,2018/12/27,3.5,0,0
1324545706,2018/12/29,0,10,15.5
1324545706,2018/12/30,0,28,3.5
1324545706,2019/1/1,0,16,0
1324545706,2019/1/2,0,7.5,4.1
1324545706,2019/1/3,3.5,21,11
1324545706,2019/1/4,0,10,0
1324545706,2019/1/5,4.3,14.5,0
1324545706,2019/1/6,0,14,0
1324545706,2019/1/7,0,7,16
1324545706,2019/1/8,4.3,0,0
1324545706,2019/1/10,3.5,8,0
1324545706,2019/1/11,3.5,17.54,0
1324545706,2019/1/12,0,19.3,0
1324545706,2019/1/13,4.6,0,0
1324545706,2019/1/14,0,10,0
1324545706,2019/2/23,0,13.3,0
1324545706,2019/2/24,3.5,0,0
1324545706,2019/2/28,0,0,11.5
1324545706,2019/3/1,0,0,11
1324545706,2019/3/2,3.5,0,0
1324545706,2019/3/6,0,2,10
1324545706,2019/3/7,2,10,9
1324545706,2019/3/8,0,10,11.04
1324545706,2019/3/9,4,0,0
1324545706,2019/3/10,3.5,13.3,7
1324545706,2019/3/11,5,14.8,0
1324545706,2019/3/12,4,0,15.5
1324545706,2019/3/13,0,10.5,8.8
1324545706,2019/3/14,4,0,0
1324545706,2019/3/19,0,0,9
1324545706,2019/3/20,3.5,10.57,5
1324545706,2019/3/21,3.5,11.07,16.9
1324545706,2019/3/22,3.5,19.27,10
1324545706,2019/3/23,3.5,11,0
1324545706,2019/3/27,0,0,10.3
1324545706,2019/3/28,0,20.5,0
1324545706,2019/3/29,0,17.5,7
1324545706,2019/4/2,2,10.5,9.5
1324545706,2019/4/3,0,14,10.5
1324545706,2019/4/8,4.8,7.5,6.5
1324545706,2019/4/9,4,0,12
1324545706,2019/4/10,0,9.5,15.6
1324545706,2019/4/11,4,15.5,0
1324545706,2019/4/12,0,11,12
1324545706,2019/4/13,4,12,15.5
1324545706,2019/4/14,0,7,17
1324545706,2019/4/15,3.5,9,16
1324545706,2019/4/16,6,14.5,14
1324545706,2019/4/17,2,9,7
1324545706,2019/4/18,0,18.5,21
1324545706,2019/4/19,12,17,9
1324545706,2019/4/20,4,12,14.5
1324545706,2019/4/21,4,0,4
1324545706,2019/4/22,4,9.5,24.5
1324545706,2019/4/25,0,10,0
1324545706,2019/4/26,0,4,0
1324545706,2019/4/27,0,15.5,12
1324545706,2019/4/28,0,18.5,0
1324545706,2019/4/29,0,8.5,9
1324545706,2019/4/30,4,14,0
1324545706,2019/5/5,0,0,20.5
1324545706,2019/5/6,0,0,1.5
1324545706,2019/5/9,0,6,0
1324545706,2019/5/10,0,0,10
1324545706,2019/5/11,20.5,0,0
1324545706,2019/5/12,0,12,12
1324545706,2019/5/14,0,8.5,11
1324545706,2019/5/15,4,0,11
1324545706,2019/5/16,0,17,16.8
1324545706,2019/5/17,2,0,3.5
1324545706,2019/5/18,0,13.36,3.5
1324545706,2019/5/19,4,13.8,0
1324545706,2019/5/21,4,0,18.5
1324545706,2019/5/22,2,10.5,13
1324545706,2019/5/24,0,2,0
1324545706,2019/5/25,0,7,0
1324545706,2019/5/26,0,0,14.7
1324545706,2019/5/27,6,12.5,0
1324545706,2019/5/28,4,14.5,14.5
1324545706,2019/5/29,4,11,9.5
1324545706,2019/5/30,0,12.5,6.5
1324545706,2019/5/31,11,10,0
1324545706,2019/6/1,0,0,15.5
1324545706,2019/6/2,0,22.5,12.5
1324545706,2019/6/3,0,0,16.5
1324545706,2019/6/4,0,14,0
1324545706,2019/6/5,8.5,25.5,0
1324545706,2019/6/6,0,5,10
1324545706,2019/6/7,0,0,11.5
1324545706,2019/6/8,0,21,10.5
1324545706,2019/6/9,0,18.7,10.8
1324545706,2019/6/10,0,10,8
1324545706,2019/6/11,0,15.5,9.5
1324545706,2019/6/12,5,11,18
1324545706,2019/6/13,0,0,8.5
1324545706,2019/6/14,0,17,11.5
1324545706,2019/6/15,4,16,17.7
1324545706,2019/6/16,0,11.5,9.5
1324545706,2019/6/17,10,0,6.5
1324545706,2019/6/18,0,0,8.5
1324545706,2019/6/19,4,12.5,0
1324545706,2019/6/20,0,16.5,0
1324545706,2019/6/21,0,21.8,2
1324545706,2019/6/22,7,0,11
1324545706,2019/6/23,0,14.5,0
1324545706,2019/6/24,0,14.5,10.5
1324545706,2019/6/25,0,18,17.5
1324545706,2019/6/26,9.5,0,6.5
1324545706,2019/6/27,2.5,25,0
1324545706,2019/6/28,7,4,18
1324545706,2019/6/29,0,10.5,0
1324545706,2019/6/30,0,23.5,3.5
1324545706,2019/7/1,4,16,13
1324545706,2019/7/2,0,0,17
1324545706,2019/7/3,0,17.5,8
1324545706,2019/7/4,0,13,0
1324545706,2019/7/5,0,12,0
1324545706,2019/7/6,1,0,6.4
1324545706,2019/7/7,0,21.5,0
1324545706,2019/7/8,0,5,0
1324545706,2019/8/14,0,9.5,10
1324545706,2019/8/21,4.8,10,16.5
1324545706,2019/8/22,19.1,0,14
1324545706,2019/8/23,4,18,0
1324545706,2019/8/24,0,12.5,0
1324545706,2019/8/26,4,26.2,3
1324545706,2019/8/27,0,24,0
1324545706,2019/8/28,4,14,13
